Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Amount,Open,High,Low,Gross Margin,SG&A to Sales,Operating Margin,Pretax Margin,Net Margin,Free Cash Flow Margin,Capex To Sales,Return on Assets,Return on Equity ,Return on Common Equity,Return on Total Capital,Return on Invested Capital,Cash Flow Return on Invested Capital,Price/Sales,Price/Earnings,Price/Book Value,Price/Tangible Book Value,Price/Cash Flow,Price/Free Cash Flow,Dividend Yield (%),Enterprise Value/EBIT,Enterprise Value/EBITDA,Enterprise Value/Sales,Total Debt/Enterprise Value,Sales per Share,EBIT (Operating Income) per Share,EPS (recurring),EPS (basic),EPS (diluted),Dividends per Share,Dividend Payout Ratio (%),Book Value per Share_x,Tangible Book Value per Share_x,Cash Flow per Share,Free Cash Flow per Share,Diluted Shares Outstanding  (M),Basic Shares Outstanding  (M),Total Shares Outstanding  (M),Cash & ST Investments,Receivables,Inventories_x,Current Assets,Fixed Assets,Total Assets_x,Accrued Payroll,Accumulated Depreciation,Additional Paid-In Capital/Capital Surplus,Book Value per Share_y,Capital and Operating Lease Obligations,Cash & Short-Term Investments,Cash Only,Common Equity,Common Stock Par/Carry Value,Deferred Income,Deferred Tax Liabilities,Intangible Assets,Inventories_y,Long-Term Debt,Long-Term Debt excl Lease Obligations,Miscellaneous Current Assets,Miscellaneous Current Liabilities,"Net Property, Plant & Equipment",Other Appropriated Reserves,Other Assets,Other Current Assets,Other Current Liabilities,Other Liabilities,Other Liabilities (excl. Deferred Income),Other Long-Term Investments,"Property, Plant & Equipment - Gross",Provision for Risks & Charges,Retained Earnings,Short-Term Receivables,Tangible Book Value per Share_y,Total Assets_y,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Shareholders' Equity,Total Long-Term Investments ,Total Shareholders' Equity,Total Short Term Investments,Treasury Stock,Unrealized Gain/Loss Marketable Securities
11/16/2021,30.203001,264483700,0.178001,0.592842631,0.592846681,59.56,7988201456,29.759,30.39,29.70587,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
11/15/2021,30.025,384909000,-0.365,-1.201052978,-1.201053618,59.48,11556892725,30.552,30.644001,29.247,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
11/12/2021,30.39,413054300,0,0,3.160326,59.4,12552720177,30.01,30.679998,29.63,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
11/11/2021,30.39,332172100,0.931,3.160324519,3.160325961,59.32,10094710119,30.468,30.59,29.777012,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
11/10/2021,29.459,636205700,-1.198001,-3.907756665,-3.907760606,59.24,18741983716,29.356,30.85,28.778,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
11/09/2021,30.657001,646746200,-0.146999,-0.477207506,-0.47720924,59.16,19827298900,32.282,32.31,29.964003,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
11/08/2021,30.804,503100880,1.052001,3.535900226,3.53590203,59.08,15497519508,30.149,31.1,29.907001,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
11/05/2021,29.751999,851260200,-0.049001,-0.164427368,-0.164427949,59,25326692619,30.187,31.4,29.410002,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
11/04/2021,29.801,1153631000,3.202999,12.0422546,12.0422549,58.92,34379357431,27.229002,31.365,27.118,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
11/03/2021,26.598001,239910300,0.197,0.746183828,0.746186008,58.84,6381134399,26.670002,26.784,26.235,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
11/02/2021,26.401001,294112380,0.574001,2.222484222,2.222484599,58.76,7764861238,25.822,26.678,25.800001,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
11/01/2021,25.827,265739780,0.26,1.016935894,1.016935143,58.68,6863261298,25.649,25.894001,25.227001,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/29/2021,25.567,292502780,0.626,2.509923419,2.509926935,58.6,7478418576,25.000502,25.709,25,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/28/2021,24.941,234204300,0.49,2.004008016,2.004003062,58.52,5841289446,24.878,24.95,24.523,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/27/2021,24.451,245989900,-0.266001,-1.076186387,-1.076186244,58.44,6014699045,24.474,25.09,24.282011,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/26/2021,24.717001,485898300,1.551001,6.695161012,6.695161343,58.36,12009948767,23.989,25.259,23.924002,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/25/2021,23.166,230234800,0.44,1.936108422,1.936107289,58.28,5333619377,22.973,23.35499,22.77,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/22/2021,22.726,249383800,0.034,0.14983254,0.149833711,58.21,5667496239,22.823,23.130001,22.561,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/21/2021,22.692,187590300,0.589,2.664796634,2.664792027,58.13,4256799088,22.097,22.711,22.083,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/20/2021,22.103,146275900,-0.186999,-0.838936781,-0.838927756,58.05,3233136218,22.3045,22.433,21.982,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/19/2021,22.289999,161473300,0.067999,0.30599856,0.305992001,57.97,3599239696,22.276,22.379,22.037,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/18/2021,22.222,189493600,0.36,1.646692892,1.646692321,57.89,4210926779,21.749,22.291,21.644001,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/15/2021,21.862,226994000,0.116,0.533431436,0.533430738,57.81,4962542828,21.810001,21.931,21.662,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/14/2021,21.746,243588800,0.806999,3.854047287,3.85404548,57.73,5297082045,21.288,21.755001,21.12201,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/13/2021,20.939001,180651900,0.268,1.296502284,1.296505592,57.65,3782670315,20.918,20.99,20.713001,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/12/2021,20.671001,162133500,-0.023999,-0.115965209,-0.115958781,57.57,3351461741,20.8275,21.057001,20.528,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/11/2021,20.695,163387500,-0.136,-0.652873122,-0.652873472,57.49,3381304313,20.575,21.063002,20.511,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/08/2021,20.831,151257900,-0.244,-1.15776987,-1.157779412,57.41,3150853315,21.101,21.206,20.775,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/07/2021,21.075,256918890,0.375,1.811594203,1.811593105,57.33,5414565607,21.092001,21.322,20.972,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/06/2021,20.7,297201780,0.249,1.217544374,1.217545954,57.25,6152076846,20.12,20.72,20.08,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/05/2021,20.451,279281700,0.719,3.643827286,3.643831848,57.17,5711590047,19.95,20.648,19.854,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/04/2021,19.732,345635000,-1.01,-4.869347218,-4.86934901,57.09,6820069820,20.504,20.54179,19.555,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
10/01/2021,20.742,240978000,0.025998,0.125497188,0.125499057,57.01,4998365676,20.75,20.859,20.203001,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
09/30/2021,20.716002,221009110,0.199002,0.969937125,0.969933635,56.93,4578425165,20.7684,21.066,20.688002,62.344828,34.662669,27.682159,26.44078,25.97901,28.149925,6.764618,18.791481,29.776266,29.776266,23.39703,22.652757,30.444218,19.568367,75.346578,19.069762,32.334217,56.046465,69.51481,0.123174,68.956412,55.705775,19.088624,0.024247,0.663814,0.183758,0.174793,0.1755,0.1724,0.016,9.280742,0.68117,0.401734,0.231768,0.186863,25120,24680,24800,1.484994,8.162017,4.477005,1.121197,6.478244,0.723333,323,1408,8721,0.68117,634,11561,847,16893,1,163,241,6930,1826,6598,5964,239,1220,2856,19,2144,239,1543,1101,938,0,4264,33,18908,2429,0.401734,28791,16055,3925,16893,11898,28791,0,16893,10714,-10756,0
