Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Amount,Open,High,Low,Gross Margin,SG&A to Sales,Operating Margin,Pretax Margin,Net Margin,Free Cash Flow Margin,Capex To Sales,Return on Assets,Return on Equity ,Return on Common Equity,Return on Total Capital,Return on Invested Capital,Cash Flow Return on Invested Capital,Price/Sales,Price/Earnings,Price/Book Value,Price/Tangible Book Value,Price/Cash Flow,Price/Free Cash Flow,Dividend Yield (%),Enterprise Value/EBIT,Enterprise Value/EBITDA,Enterprise Value/Sales,Total Debt/Enterprise Value,Sales per Share,EBIT (Operating Income) per Share,EPS (recurring),EPS (basic),EPS (diluted),Dividends per Share,Dividend Payout Ratio (%),Book Value per Share_x,Tangible Book Value per Share_x,Cash Flow per Share,Free Cash Flow per Share,Diluted Shares Outstanding  (M),Basic Shares Outstanding  (M),Total Shares Outstanding  (M),Cash & ST Investments,Receivables,Inventories_x,Current Assets,Fixed Assets,Total Assets_x,Accrued Payroll,Accumulated Depreciation,Additional Paid-In Capital/Capital Surplus,Book Value per Share_y,Capital and Operating Lease Obligations,Cash & Short-Term Investments,Cash Only,Common Equity,Common Stock Par/Carry Value,Deferred Income,Deferred Tax Liabilities,Intangible Assets,Inventories_y,Long-Term Debt,Long-Term Debt excl Lease Obligations,Miscellaneous Current Assets,Miscellaneous Current Liabilities,"Net Property, Plant & Equipment",Other Appropriated Reserves,Other Assets,Other Current Assets,Other Current Liabilities,Other Liabilities,Other Liabilities (excl. Deferred Income),Other Long-Term Investments,"Property, Plant & Equipment - Gross",Provision for Risks & Charges,Retained Earnings,Short-Term Receivables,Tangible Book Value per Share_y,Total Assets_y,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Shareholders' Equity,Total Long-Term Investments ,Total Shareholders' Equity,Total Short Term Investments,Treasury Stock,Unrealized Gain/Loss Marketable Securities
05/13/2024,90.399,289680200,0.520994,0.579667956,0.579671423,109.32,26186800400,90.478004,90.998,88.529,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
5/10/2024,89.878006,335325400,1.131006,1.274416037,1.274413633,109.25,30138378313,90.3045,91.401,89.227005,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
5/09/2024,88.747,378012720,-1.665,-1.841569703,-1.841566649,109.17,33547494862,90.529,91.072,88.231,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
5/08/2024,90.412,325721000,-0.142,-0.15681251,-0.156816695,109.09,29449087052,89.482506,91.194,89.420006,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
5/07/2024,90.554,437341600,-1.58601,-1.72130435,-1.721299693,109.01,39603031246,91.098,91.78099,89.011,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
5/06/2024,92.14001,376202600,3.35101,3.774127426,3.774121827,108.93,34663311326,89.39001,92.22,89.055,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
5/03/2024,88.789,398340720,2.972,3.463183285,3.46318663,108.85,35368274188,87.789,89.281,87.04,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
5/02/2024,85.817,377897500,2.776,3.342926988,3.342931503,108.77,32430029758,84.449,86.237,83.200005,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
5/01/2024,83.041,559863200,-3.361,-3.889956251,-3.889954637,108.69,46491599991,85.077,86,81.25456,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/30/2024,86.402,363708720,-1.355,-1.544036373,-1.544044472,108.61,31425160825,87.240005,88.819,86.3,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/29/2024,87.757,388970780,0.022,0.025075511,0.02508129,108.53,34134908740,87.595,87.992,85.266,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/26/2024,87.735,551010800,5.103,6.175573628,6.175565472,108.45,48342932538,83.818,88.33093,83.387,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/25/2024,82.632,424640720,2.955,3.708723973,3.708721747,108.37,35088911975,78.86801,83.32299,78.223,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/24/2024,79.677,512207530,-2.746,-3.331594337,-3.331582438,108.29,40811159368,83.950005,84.082,79.18301,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/23/2024,82.423,438559400,2.905,3.653260897,3.653257588,108.21,36147381426,80.769005,82.769005,80.264,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/22/2024,79.518,596340500,3.317995,4.354323861,4.354320654,108.13,47419803879,78.104,80.073,76.4,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/19/2024,76.200005,875198000,-8.471,-10.00460547,-10.00460237,108.05,66690091976,83.15,84.324,75.606,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/18/2024,84.671005,447260300,0.636009,0.756838258,0.756838459,107.97,37869979098,84.97,86.189995,82.402,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/17/2024,84.034996,495399530,-3.380004,-3.866617857,-3.866619627,107.89,41630897522,88.340004,88.775,83.950005,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/16/2024,87.415,370453000,1.414,1.644166928,1.64416368,107.81,32383148995,86.4325,88.118004,86.063896,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
04/15/2024,86.001,443077000,-2.185,-2.477717552,-2.477711981,107.73,38105065077,89.098,90.613,85.92901,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
4/12/2024,88.186,426804800,-2.43,-2.681645625,-2.681644682,107.65,37638208093,89.699,90.17499,87.53,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
4/11/2024,90.616,431637280,3.577,4.109651995,4.109648745,107.57,39113243764,87.420006,90.73899,86.926,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
4/10/2024,87.039,431928470,1.685,1.974131265,1.974135639,107.49,37594622100,83.926,87.4,83.70901,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
4/09/2024,85.354,503547400,-1.779,-2.041706357,-2.041713164,107.41,42979784780,87.442,87.635,83.021996,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
4/08/2024,87.133,283220000,-0.875,-0.994227797,-0.994223663,107.33,24677808260,88.700005,88.83,86.732,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
4/05/2024,88.008,399678470,2.103,2.448053082,2.448053777,107.25,35174902788,86.866,88.481,85.926,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
4/04/2024,85.905,434964880,-3.059005,-3.43847492,-3.438479298,107.17,37365658016,90.406,90.633995,85.88,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
4/03/2024,88.964005,370066600,-0.487995,-0.545538389,-0.545541125,107.09,32922606853,88.484,90.374,88.4,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
4/02/2024,89.452,433063600,-0.911,-1.008155993,-1.008149345,107.01,38738405147,88.448,90.094,87.62,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
4/01/2024,90.363,452441500,0.007,0.007747134,0.007736413,106.93,40883971265,90.299,92.225,89.204,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
03/28/2024,90.356,435212300,0.106,0.117451524,0.11746056,106.85,39324042579,90,91.3,89.193,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
03/27/2024,90.25,586067200,-2.311,-2.496731885,-2.49672525,106.77,52892564800,93.112,93.240005,89.123,72.717573,18.59591,54.121664,55.510325,48.849348,44.353436,1.754703,55.672996,91.458074,91.458074,74.795273,69.808355,65.891018,24.984622,51.144725,34.990024,40.169993,54.187011,56.330748,0.026216,45.526428,43.535307,24.639661,0.007365,2.442743,1.322053,1.18838,1.2053,1.1933,0.016,1.34082,1.74424,1.519318,1.126303,1.08344,24940,24690,24640,3.101935,8.812672,3.183795,1.807292,12.057793,1.139688,675,3509,13132,1.74424,1119,25984,7280,42978,2,573,462,5542,5282,9578,8459,3080,5483,5260,27,2954,3080,6158,2079,1506,1546,8769,0,29817,9999,1.519318,65728,44345,10631,42978,22750,65728,1546,42978,18704,0,0
